Active or Inactive Business,Tax Type,Retail Permit Number,Consolidated Number,Name of Business,Address of the Business,State,County Name,Registration County Number,Business Location County Number,Department City Code,City Location of Business,Business Zip Code,NAICS code,Description of type of NAICS code,Date Permit was Issued,Date Permit was Cancelled
Active,Retail Sales,108010314,,"MCCARTY-BUTRUM, LESLIE A; DANGEROUS VICTORIA",326 N WATER ST,IA,Boone,8.0,8,2.0,MADRID,50156-1056,4481.0,Clothing Stores,2016-07-08T00:00:00.000,
Active,Retail Sales,177103180,,"EL RANCHO ALEGRE; TELLEZ, ANGEL; EL RANCHO ELEGRE",3308 INDIANOLA AVE,IA,Polk,77.0,77,1.0,DES MOINES,50315-2961,7225.0,Restaurants and Other Eating Places,2003-07-01T00:00:00.000,
Active,Retail Sales,109005867,7187,QWEST CORPORATION,NO STREET PROVIDED,IA,Bremer,0.0,9,4.0,DENVER,50622-0000,5151.0,Radio and Television Broadcasting,1991-01-01T00:00:00.000,
Active,Retail Sales,304506525,197038986,"PLENDL, ADAM J; ADAMS HOLISTIC ALTERNATIVES",4608 GRANT ST,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51108-1120,4539.0,Other Miscellaneous Store Retailers,2024-10-16T00:00:00.000,
Inactive,Retail Sales,100009501,,SWIFT NAVIGATION INC,201 MISSION ST STE 2400,CA,,77.0,0,,SAN FRANCISCO,94105-0000,5417.0,Scientific Research and Development Services,2020-02-01T00:00:00.000,2024-12-31T00:00:00.000
Active,Retail Sales,308904629,308904529,"HOOKED FOR FLOWERS; ROMANIN, LILLIAN; UNI GALLAGHER BLUEDORN",8201 DAKOTA ST,IA,Black Hawk,7.0,7,2.0,CEDAR FALLS,50614-0019,313110.0,"Fiber, Yarn, and Thread Mills",2025-12-10T00:00:00.000,
Inactive,Retail Sales,305105528,305105428,"1775 BREWING COMPANY, 1775'S OSKALOOSA OUTPOST",107 S MAIN ST,IA,Mahaska,62.0,62,3.0,NEW SHARON,50207-9225,722511.0,Full-Service Restaurants,2025-04-19T00:00:00.000,2026-02-24T00:00:00.000
Inactive,Retail Sales,177128375,,TRAILHEAD INTERNATIONAL BUILDE,922 SE ALLYN ST,IA,Polk,77.0,77,5.0,ANKENY,50021-3876,813410.0,Civic and Social Organizations,2018-06-12T00:00:00.000,2022-11-15T00:00:00.000
Inactive,Retail Sales,164008107,,"PRATT, FLOYD R; PRATT SALES & SERVICES",316 S 14TH AVE,IA,Marshall,64.0,64,1.0,MARSHALLTOWN,50158-3013,459110.0,Sporting Goods Retailers,1977-07-01T00:00:00.000,2025-11-21T00:00:00.000
Inactive,Retail Sales,303205310,303205210,"GIBSON, TAMMIE D; CAMEO",109 S MAIN ST,IA,Buena Vista,11.0,11,2.0,ALTA,51002-1134,8121.0,Personal Care Services,2022-01-04T00:00:00.000,2024-12-31T00:00:00.000
Active,Retail Sales,302806129,302806029,SERENITY LAWNSCAPING,330 S 2ND ST,IA,Story,40.0,85,1.0,AMES,50010-6702,561730.0,Landscaping Services,2024-04-30T00:00:00.000,
Inactive,Retail Sales,832045,S00229647,"LUKE, BRIAN S; GROUP SPEEDDOG RESULTS MRKTG LLC",151 FERNWOOD DR APT 163C,SC,,0.0,0,,SPARTANBURG,29307-0000,4539.0,Other Miscellaneous Store Retailers,2021-07-24T00:00:00.000,2021-07-24T00:00:00.000
Active,Retail Sales,177115280,,"CHAMBERLIN AUTOMOTIVE LLC, CHAMBERLIN AUTOMOTIVE",1759 E GRAND AVE,IA,Polk,77.0,77,1.0,DES MOINES,50316-3611,8111.0,Automotive Repair and Maintenance,2010-06-01T00:00:00.000,
Active,Retail Sales,111008161,,LEO'S KITCHENS INC,415 E 5TH ST,IA,Buena Vista,11.0,11,1.0,STORM LAKE,50588-2313,237210.0,Land Subdivision,2007-01-01T00:00:00.000,
Active,Retail Sales,306006629,306006529,"IOWA PRAIRIE GIRL BOOKS; BYERLY, KATHERINE",18569 340TH ST,IA,Cerro Gordo,17.0,17,1.0,MASON CITY,50401-9222,459210.0,Book Retailers and News Dealers,2025-03-01T00:00:00.000,
Active,Remote Sales,200140313,200140313,TONIC SOL-FA LC,PO BOX 282,MN,,0.0,0,,SAUK RAPIDS,56379-0282,7113.0,"Promoters of Performing Arts, Sports, and Similar Events",1998-01-17T00:00:00.000,
Inactive,Retail Sales,185019915,,JORDANS MILLWRIGHT SERVICE LLC,120 1ST ST LOT 9,IA,Story,85.0,85,3.0,STORY CITY,50248-1013,5419.0,"Other Professional, Scientific, and Technical Services",2007-08-14T00:00:00.000,2024-03-31T00:00:00.000
Active,Retail Sales,S00041935,S00041935,MCELROY METAL MILL INC,PO BOX 1148,LA,,0.0,0,,SHREVEPORT,71163-1148,3329.0,Other Fabricated Metal Product Manufacturing,2012-05-01T00:00:00.000,
Active,Retail Sales,308001611,308001611,"WRIGHT WORDS YARD CARDS; DAHLGREN, WHITNEY",225 2ND AVE NE,IA,Wright,99.0,99,1.0,CLARION,50525-1432,532289.0,All Other Consumer Goods Rental,2023-02-18T00:00:00.000,
Active,Retail Sales,177113148,,"NOEL, LISA A; IMAGES",3009 MERLE HAY RD STE 3,IA,Polk,77.0,77,1.0,DES MOINES,50310-1253,8121.0,Personal Care Services,2009-03-01T00:00:00.000,
Active,Retail Sales,130007153,,"STOEVER, DAVID; TANNENBAUM CHRISTMAS TREES",2098 220TH ST,IA,Dickinson,30.0,30,1.0,MILFORD,51351-7152,424990.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers,1995-11-24T00:00:00.000,
Active,Retail Sales,117009402,,"FALL FOODS INC, GODFATHERS PIZZA",1703 4TH ST SE,IA,Cerro Gordo,17.0,17,1.0,MASON CITY,50401-4408,7225.0,Restaurants and Other Eating Places,1976-10-15T00:00:00.000,
Inactive,Remote Sales,200182732,200182732,OUTFORM GROUP INC,4300 W 47TH ST,IL,,0.0,0,,CHICAGO,60632-4404,3399.0,Other Miscellaneous Manufacturing,2019-01-01T00:00:00.000,2019-01-01T00:00:00.000
Active,Retail Sales,125012484,,"ALVARADO, KAREY K; FLORAL ETIQUETTE",8302 WESTOWN PKWY UNIT 2105,IA,Dallas,25.0,25,18.0,WEST DES MOINES,50266-1610,459310.0,Florists,2006-10-20T00:00:00.000,
Active,Retail Sales,307808020,9715,"T MOBILE CENTRAL LLC, T-MOBILE CENTRAL LLC 2U43",1814 LINCOLN WAY NUM F,IA,Clinton,0.0,23,1.0,CLINTON,52732-7015,459110.0,Sporting Goods Retailers,2025-08-01T00:00:00.000,
Active,Retail Sales,309301823,1709,"HY-VEE INC, HY-VEE FAST AND FRESH #2, WALL TO WALL WINE & SPIRITS",375 S JORDAN CREEK PKWY,IA,Dallas,77.0,25,18.0,WEST DES MOINES,50266-8139,445110.0,Supermarkets and Other Grocery Retailers (except Convenience Retailers),2025-02-02T00:00:00.000,
Inactive,Retail Sales,185023231,,AMES COOL TREATS LLC,1320 DICKINSON AVE,IA,Story,85.0,85,1.0,AMES,50014-5568,7225.0,Restaurants and Other Eating Places,2020-05-09T00:00:00.000,2022-08-31T00:00:00.000
Active,Retail Sales,304203123,304203023,"SKOW, LOGAN C; ATLANTIC",63848 TROUBLESOME CREEK RD,IA,Cass,15.0,15,1.0,ATLANTIC,50022-8355,561790.0,Other Services to Buildings and Dwellings,2024-08-01T00:00:00.000,
Active,Retail Sales,308201422,308201422,"NUTS AND VOLTS MOBILE REPAIRS LLC, NUTS AND VOLTS",3417 FLOYD BLVD,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51108-1426,811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main,2025-09-22T00:00:00.000,
Inactive,Remote Sales,200178351,200178351,"BAYSIDE INNOVATIONS LLC; IHM, DAVID",801 S GARFIELD AVE STE 322,MI,,0.0,0,,TRAVERSE CITY,49686-3429,,,2017-12-16T00:00:00.000,2022-12-31T00:00:00.000
Inactive,Retail Sales,685507039,,"SMIDT, ABBY; SMIDT,ABBY",10211 KNAPP WILKINSON,IA,Story,0.0,85,1.0,AMES,50013-0001,,,2002-10-11T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,831223,S00223409,KEVINS FINE OTDR GEAR & APPRL LLC,3350 CAPITAL CIR NE,FL,,0.0,0,,TALLAHASSEE,32308-3710,4539.0,Other Miscellaneous Store Retailers,2021-06-01T00:00:00.000,
Active,Retail Sales,309904126,309904126,"CRONK, KENNETH E",2574 269TH ST,IA,Jefferson,51.0,51,1.0,FAIRFIELD,52556-8818,532284.0,Recreational Goods Rental,2025-04-01T00:00:00.000,
Inactive,Remote Sales,600524151,600524151,IBEX OUTDOOR CLOTHING LLC,132 BALLARDVALE DR,VT,,0.0,0,,WHITE RIVER JUNCTION,05001-7008,,,2018-09-01T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Consumer Use,977009865,977009865,"NERDY GEAR; LARSON, DESIREE",1210 SW 28TH STVD APT 314 B,IA,Polk,77.0,77,5.0,ANKENY,50023-0000,4481.0,Clothing Stores,2021-03-25T00:00:00.000,2021-06-17T00:00:00.000
Inactive,Consumer Use,978002452,978002452,"TARGET CORPORATION, TARGET STORE T2454",PO BOX 9471,MN,,78.0,78,,MINNEAPOLIS,55440-9471,455110.0,Department Stores,2008-09-01T00:00:00.000,2022-06-30T00:00:00.000
Inactive,Retail Sales,677502133,,IOWA TANKLINES INC,210 SW LINDEN ST,IA,Polk,77.0,77,5.0,ANKENY,50021-0000,4842.0,Specialized Freight Trucking,1996-12-26T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,307804518,307804418,"RASMUSSEN, ERIC W; ROCKET MAN",506 S 3RD ST,IA,Warren,91.0,91,4.0,MILO,50166-1072,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",2023-01-01T00:00:00.000,
Active,Retail Sales,131024778,9745,PLUMB SUPPLY COMPANY LLC,600 CEDAR CROSS RD,IA,Dubuque,77.0,31,1.0,DUBUQUE,52003-7736,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",2010-07-01T00:00:00.000,
Active,Retail Sales,305701111,305701011,"SIMON G JEWELRY INC, BUSINESS",528 STATE ST,CA,,0.0,0,,GLENDALE,91203-1524,424990.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers,2022-07-12T00:00:00.000,
Active,Retail Sales,816631,S00091091,"HORIZON TRADES INC, CHEFS DEAL RESTAURANT EQUIP CO",708 DICKERSON PIKE,TN,,0.0,0,,NASHVILLE,37207-5609,423930.0,Recyclable Material Merchant Wholesalers,2018-08-23T00:00:00.000,
Active,Remote Sales,200144796,200144796,BOSTIK INC,11320 WATERTOWN PLK RD,WI,,0.0,0,,WAUWATOSA,53226-3413,3255.0,"Paint, Coating, and Adhesive Manufacturing",2001-01-02T00:00:00.000,
Active,Retail Sales,103005643,,"MS B'S QUILTING; BRINK, JEAN A; MS BS QUILTING",802 2ND AVE NW,IA,Allamakee,3.0,3,1.0,WAUKON,52172-1520,459130.0,"Sewing, Needlework, and Piece Goods Retailers",2012-10-01T00:00:00.000,
Active,Retail Sales,309504626,309504526,"JENSEN & ALBERHASKY, A&J PAINTING AND PRESSURE WASHING, WOODCARE PROFESSIONALS DECK AND FENCE STAINING, ANKENY",317 NW DRIFTWOOD DR,IA,Polk,77.0,77,5.0,ANKENY,50023-6815,238990.0,All Other Specialty Trade Contractors,2026-03-01T00:00:00.000,
Active,Retail Sales,150013308,,TUINSTRA TIRE & AUTO INC,106 E SECOND ST,IA,Jasper,50.0,50,6.0,PRAIRIE CITY,50228-0000,5239.0,Other Financial Investment Activities,2017-06-01T00:00:00.000,
Active,Retail Sales,308409713,304700119,"TERESA KECK HAIRSTYLIST; KECK, TERESA M; HAIR TRENDZ",11 1ST ST NE,IA,Plymouth,75.0,75,1.0,LEMARS,51031-3501,812112.0,Beauty Salons,2023-03-20T00:00:00.000,
Active,Remote Sales,200165850,200165850,DISTRICT EQUIPMENT COMPANY,3300 RIVERWOOD PKWY SE STE 1200,GA,,0.0,0,,ATLANTA,30339-3967,532120.0,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",2013-08-01T00:00:00.000,
Inactive,Retail Sales,657519235,,"MAXSON, SHANE D; MAXSON,SHANE D",430 S 11TH ST,IA,Linn,0.0,57,2.0,MARION,52302-4539,,,2012-07-01T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,301307223,301307223,"PET PARLOR, LLC",3401 LAKE AVE,IA,Plymouth,75.0,75,1.0,LEMARS,51031-8212,812910.0,Pet Care (except Veterinary) Services,2024-01-15T00:00:00.000,
Active,Retail Sales,303705220,303705220,"PLEASANT HILL FARM, INC",PO BOX 7,NE,,0.0,0,,HAMPTON,68843-0007,,,2024-07-01T00:00:00.000,
Active,Retail Sales,123014398,,VAN STAR INC,PO BOX 218,IA,Clinton,23.0,23,9.0,CALAMUS,52729-0218,531320.0,Offices of Real Estate Appraisers,1994-04-01T00:00:00.000,
Active,Retail Sales,305401823,305401723,"OYARZUN, MARCELO; IOWA",98 EROBI LN,IA,Johnson,52.0,52,1.0,IOWA CITY,52240-3073,561730.0,Landscaping Services,2024-04-01T00:00:00.000,
Inactive,Retail Sales,111007454,,"PEACH BLOSSOM PRTSHP, PEACH BLOSSOM THE",522 LAKE AVE,IA,Buena Vista,11.0,11,1.0,STORM LAKE,50588-2351,459310.0,Florists,1997-09-15T00:00:00.000,2021-03-31T00:00:00.000
Inactive,Retail Sales,304506216,197037550,"CURLYQ PAPERIE; KLOCKE, JODI M",15 MORNINGSIDE DR,IA,Wright,97.0,99,2.0,EAGLE GROVE,50533-2437,5419.0,"Other Professional, Scientific, and Technical Services",2022-04-13T00:00:00.000,2022-04-15T00:00:00.000
Active,Retail Sales,304206329,304206229,"GOLDEN ARM COLLECTION LLC, HEADQUARTERS",4689 155TH ST,IA,Clinton,82.0,23,1.0,CLINTON,52732-9580,423940.0,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",2024-09-19T00:00:00.000,
Inactive,Retail Sales,135005647,,"HIGH, LESTER A; STUMBLE INN",107 SECOND ST,IA,,35.0,35,,BRADFORD,50041-0000,7225.0,Restaurants and Other Eating Places,2018-02-26T00:00:00.000,2025-02-06T00:00:00.000
Active,Retail Sales,137005913,,"OLSON, SHAWN T; ROADSIDE RELICS",505 E LINCOLN WAY,IA,Greene,37.0,37,1.0,JEFFERSON,50129-2019,4539.0,Other Miscellaneous Store Retailers,2015-11-13T00:00:00.000,
Inactive,Remote Sales,200181878,200181878,"BOUNDLESS HORIZONS OF IOWA, VANGUARD CLEANING SYSTEMS IA",13057 W CENTER RD,NE,,0.0,0,,OMAHA,68144-3748,561720.0,Janitorial Services,2019-01-01T00:00:00.000,2025-01-15T00:00:00.000
Active,Retail Sales,301906424,301906424,"D6 LLC, D6 ROADSIDE ASSISTANCE",2005 BLUFF ST,IA,Fremont,36.0,36,1.0,HAMBURG,51640-1513,488410.0,Motor Vehicle Towing,2023-10-17T00:00:00.000,
Inactive,Retail Sales,303502327,303502327,GRAIN AND STITCH LLC,2007 N SUMMERCREST ST,IA,Warren,91.0,91,1.0,INDIANOLA,50125-4896,,,2024-01-01T00:00:00.000,2025-04-30T00:00:00.000
Inactive,Retail Sales,669513350,,"FOCHT, MARK L; FOCHT,MARK L",2945 170 ST,IA,Montgomery,69.0,69,2.0,VILLISCA,50864-0000,,,2008-06-16T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,125010619,,"RUBE'S III INC, RUBE'S III, INC.",3309 UTE AVE,IA,Dallas,25.0,25,6.0,WAUKEE,50263-8081,722511.0,Full-Service Restaurants,1998-12-04T00:00:00.000,
Inactive,Retail Sales,626521046,,"KILGORE, GERALDINE; KILGORE,GERALDINE",21201 LILAC AVE,IA,Davis,26.0,26,1.0,BLOOMFIELD,52537-8153,,,2013-08-01T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,162009728,,"JANSSEN, EMILY; PRAIRIE SMOKE FARM",1135 210TH ST,IA,,62.0,62,,PELLA,50219-8092,1111.0,Oilseed and Grain Farming,2017-04-22T00:00:00.000,
Active,Retail Sales,300003332,300003332,"FERRERAEVERGREENGOLF; FERRERA, LIANA K",2520 S ROYCE ST BSMT,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51106-3543,459110.0,Sporting Goods Retailers,2026-11-18T00:00:00.000,
Active,Retail Sales,302304724,302304624,"OUTBACK VENTURES LLC, OUTBACK CAMPGROUND AND RESORT",1508 OLD 6 RD,IA,Poweshiek,79.0,79,2.0,BROOKLYN,52211-8601,721211.0,RV (Recreational Vehicle) Parks and Campgrounds,2024-03-01T00:00:00.000,
Inactive,Remote Sales,200125837,200125837,ARROW DISTRIBUTING INC,11818 L ST,NE,,0.0,0,,OMAHA,68137-2206,,,1988-08-26T00:00:00.000,2025-08-31T00:00:00.000
Inactive,Consumer Use,977008182,977008182,"JJD PINBALL AND ARCADE, OLD SCHOOL PINBALL & ARCADE",312 E 1ST ST,IA,Polk,77.0,77,8.0,GRIMES,50111-2244,7131.0,Amusement Parks and Arcades,2015-01-08T00:00:00.000,2022-06-30T00:00:00.000
Active,Retail Sales,100009492,,"GOODWILL INDUSTRIES OF THE, COLUMBIA WILLAMETTE",1943 SE 6TH AVE,OR,,0.0,0,,PORTLAND,97214-4508,459510.0,Used Merchandise Retailers,2020-04-01T00:00:00.000,
Active,Retail Sales,155008157,,SINKRANKZ LLC,723 W NEBRASKA ST,IA,Kossuth,55.0,55,1.0,ALGONA,50511-2513,4853.0,Taxi and Limousine Service,2013-03-05T00:00:00.000,
Inactive,Retail Sales,100015018,,"BIG NOSE BRANDS INC, BIG NOSE KATE WHISKEY",1755 N DAMEN AVE UNIT 205,IL,,0.0,0,,CHICAGO,60647-2051,4931.0,Warehousing and Storage,2021-06-18T00:00:00.000,2022-02-03T00:00:00.000
Active,Retail Sales,301708426,194008801,"NEW COOPERATIVE INC, NEW COOPERATIVE, INC., NEW COOP - LANYON",2024 390TH ST,IA,Webster,94.0,94,12.0,HARCOURT,50544-7543,424910.0,Farm Supplies Merchant Wholesalers,2024-01-24T00:00:00.000,
Active,Retail Sales,180003091,,"AMBROSE, CHRIS P; AMBROSE,CHRIS P",401 ADAMS ST,IA,Ringgold,80.0,80,6.0,DIAGONAL,50845-1002,561730.0,Landscaping Services,2011-04-15T00:00:00.000,
Active,Retail Sales,307808318,307808318,"ELLIOTT JETS, LLC; ELLIOTT AIRCRAFT SALES, LLC",PO BOX 100,IL,,0.0,0,,MOLINE,61266-0100,,,2023-01-01T00:00:00.000,
Inactive,Retail Sales,143006886,,"MCHUGH-MOYER, TROY O; MOYER TREE SERVICE LLC",10 WEARE ST,IA,Harrison,43.0,43,4.0,WOODBINE,51579-1320,561730.0,Landscaping Services,2018-04-19T00:00:00.000,2020-04-15T00:00:00.000
Inactive,Retail Sales,631504874,,"GUDENKAUF, RONALD; GUDENKAUF,RONALD",19388 ROUTE 136,IA,Dubuque,31.0,31,15.0,NEW VIENNA,52065-0000,,,2001-02-02T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,S00111232,S00111232,MEDICINAL EARTH LLC,7250 BANDINI BLVD STE 110,CA,,0.0,0,,COMMERCE,90040-3344,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-03-29T00:00:00.000,2020-12-31T00:00:00.000
Inactive,Retail Sales,612504743,,"APLINGTON CITY OF, APLINGTON LIBRARY",PO BOX 308 409 10TH ST,IA,Butler,12.0,12,6.0,APLINGTON,50604-0308,221210.0,Natural Gas Distribution,2000-11-01T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,152025435,,"ON THE RISE UOI LLC, BLAZE PIZZA",201 S CLINTON ST STE 167,IA,Johnson,52.0,52,1.0,IOWA CITY,52240-0000,7225.0,Restaurants and Other Eating Places,2017-08-15T00:00:00.000,
Active,Retail Sales,823278,S00143479,ANDERSONS FROZEN CUSTARD,6075 MAIN ST,NY,,0.0,0,,WILLIAMSVILLE,14221-6836,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-12-02T00:00:00.000,
Active,Retail Sales,304500517,S00251907,COSY HOUSE LLC,5355 115TH AVE N,FL,,0.0,0,,CLEARWATER,33760-4840,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2022-03-31T00:00:00.000,
Active,Retail Sales,307908817,307908817,"HAIRSTYLES BY ASIA RAE; HEKEL, ASIA R",6364 REVIVAL ALY,IA,Linn,57.0,57,2.0,MARION,52302-8022,812112.0,Beauty Salons,2023-02-18T00:00:00.000,
Active,Retail Sales,128006036,,"POTTEBAUM, SHAWNA; POTTEBAUM,SHAWNA",1 E MARGERET ST,IA,Delaware,28.0,28,2.0,EARLVILLE,52041-0000,8121.0,Personal Care Services,2008-03-01T00:00:00.000,
Active,Retail Sales,194017238,,DAN RILEY PLUMBING LLC,20 N 16TH ST,IA,Webster,94.0,94,1.0,FORT DODGE,50501-4220,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",2015-07-01T00:00:00.000,
Inactive,Retail Sales,652512875,,LARSON BUILDERS INC,33 HICKORY HEIGHTS LN,IA,Johnson,52.0,52,1.0,IOWA CITY,52245-9506,,,2008-03-07T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Consumer Use,960000079,960000079,SUDENGA INDUSTRIES INC,PO BOX 8,IA,Lyon,60.0,60,2.0,GEORGE,51237-0008,3331.0,"Agriculture, Construction, and Mining Machinery Manufacturing",1990-01-01T00:00:00.000,2022-06-30T00:00:00.000
Active,Consumer Use,957002188,957002188,GENERAL MILLS OPERATIONS LLC,PO BOX 1113,MN,,57.0,57,,MINNEAPOLIS,55440-1113,,,1996-05-27T00:00:00.000,
Active,Retail Sales,107041771,,"DARE FITNESS LLC, FARRELLS EXTREME BODYSHAPING",3551 UNIVERSITY AVE,IA,Black Hawk,7.0,7,1.0,WATERLOO,50701-2009,812990.0,All Other Personal Services,2016-09-08T00:00:00.000,
Active,Retail Sales,182047309,,"JENAMAN, ABBY L; REIGN",320 KIMBERLY RD 94,IA,Scott,82.0,82,1.0,DAVENPORT,52806-0000,4481.0,Clothing Stores,2021-09-01T00:00:00.000,
Active,Retail Sales,175007977,,"HANNO, PAULA; ALWAYS BELIEVE UNIQUE GIFTS",17072 KESTREL AVE,IA,Plymouth,75.0,75,1.0,LEMARS,51031-8651,4532.0,"Office Supplies, Stationery, and Gift Stores",2007-11-15T00:00:00.000,
Active,Retail Sales,309300510,309300410,"DISPLAYMAX, INC.; HEADQUARTERS",2829 E GRAND RIVER AVE,MI,,0.0,0,,HOWELL,48843-8548,561790.0,Other Services to Buildings and Dwellings,2023-06-01T00:00:00.000,
Inactive,Retail Sales,129015354,,BARGAIN WAREHOUSE LLC,2061 HIGHLAND AVE,IA,Des Moines,29.0,29,1.0,BURLINGTON,52601-4449,4539.0,Other Miscellaneous Store Retailers,2019-09-21T00:00:00.000,2024-07-29T00:00:00.000
Active,Retail Sales,122004696,,KANN MANUFACTURING CORPORATION,210 REGENT ST,IA,Clayton,22.0,22,2.0,GUTTENBERG,52052-4701,333310.0,Commercial and Service Industry Machinery Manufacturing,1975-09-01T00:00:00.000,
Active,Retail Sales,194016743,,"ROUX, MARY A; ROUX,MARY A",618 N 3RD ST,IA,Webster,94.0,94,1.0,FORT DODGE,50501-3110,4512.0,Book Stores and News Dealers,2011-01-01T00:00:00.000,
Inactive,Retail Sales,177126213,,"WHITE LIGHTNING ENT LLC, DES MOINES ESCAPE GAMES",5465 MILLS CIVIC PKWY STE 120,IA,Polk,77.0,77,2.0,WEST DES MOINES,50266-5319,7139.0,Other Amusement and Recreation Industries,2017-02-20T00:00:00.000,2022-01-16T00:00:00.000
Active,Retail Sales,308503218,308503218,STEEL SOLUTIONS AND CUSTOMS,1845 OLD MUSCATINE RD,IA,Cedar,16.0,16,1.0,TIPTON,52772-9324,332999.0,All Other Miscellaneous Fabricated Metal Product Manufacturing,2023-03-30T00:00:00.000,
Active,Retail Sales,305208822,305208822,"COLLMANN, KATIE L",1920 KIMBALL LN,IA,Dallas,25.0,25,6.0,WAUKEE,50263-8150,,,2024-10-01T00:00:00.000,
Inactive,Retail Sales,181006533,,"T & J'S ASSOCIATION LLC, LANEYS CORRAL",319 MAIN ST,IA,Sac,81.0,81,2.0,LAKE VIEW,51450-7807,7224.0,Drinking Places (Alcoholic Beverages),2019-01-01T00:00:00.000,2023-01-01T00:00:00.000
Inactive,Remote Sales,200154251,200154251,HYLAND LLC,18103 W 106TH ST STE 200,KS,,0.0,0,,OLATHE,66061-2945,,,2007-02-01T00:00:00.000,2023-01-01T00:00:00.000
Active,Retail Sales,303300612,303300612,"GRUENBERG AUTOMOTIVE AND AG REPAIR; GRUENBERG, TRAVIS G",2009 ROANOKE AVE,IA,Chickasaw,19.0,19,4.0,LAWLER,52154-9781,811198.0,All Other Automotive Repair and Maintenance,2022-01-01T00:00:00.000,
Active,Retail Sales,7471,7471,FARMERS UNION COOPERATIVE,1913 COUNTY ROAD B32,IA,Winneshiek,96.0,96,3.0,OSSIAN,52161-8041,424910.0,Farm Supplies Merchant Wholesalers,1993-01-04T00:00:00.000,
Inactive,Retail Sales,682510322,,FIGGE ART MUSEUM,225 W 2ND ST,IA,Scott,82.0,82,1.0,DAVENPORT,52801-1804,7121.0,"Museums, Historical Sites, and Similar Institutions",2005-08-04T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,304908022,304907922,R. K. SCHMIDT LLC,20253 SEQUOIA LN,IA,Monona,67.0,67,3.0,UTE,51060-8068,484122.0,"General Freight Trucking, Long-Distance, Less Than Truckload",2024-07-10T00:00:00.000,2024-07-10T00:00:00.000
Active,Retail Sales,107043265,,"BARRETT, LISA A; BARRETT,LISA A",4205 LAFAYETTE RD,IA,Black Hawk,7.0,7,3.0,EVANSDALE,50707-1225,4461.0,Health and Personal Care Stores,2021-01-04T00:00:00.000,
Active,Retail Sales,151007523,,"CORRICK, PAMELA A; CORRICK,PAMELA A",1614 DOGWOOD DR,IA,Jefferson,51.0,51,1.0,FAIRFIELD,52556-4149,459510.0,Used Merchandise Retailers,2006-01-01T00:00:00.000,
Active,Retail Sales,307801511,307801511,"JENSEN ELECTRIC LLC, JENSEN ELECTRIC",503 S SAMSON ST,IA,Story,85.0,85,7.0,ROLAND,50236-1060,238210.0,Electrical Contractors and Other Wiring Installation Contractors,2023-01-01T00:00:00.000,
Active,Retail Sales,303509725,303509725,"GENESYS TELECOM US, INC.",1302 EL CAMINO REAL STE 300,CA,,0.0,0,,MENLO PARK,94025-4278,,,2024-01-01T00:00:00.000,
Active,Retail Sales,100009787,,"YESMAIL,INC",1020 E 1ST ST,NE,,0.0,0,,PAPILLION,68046-7611,5191.0,Other Information Services,2019-01-01T00:00:00.000,
Inactive,Retail Sales,S00079464,S00079464,DREAM ISLANDS,162 EAST AVE FL THIRD,CT,,0.0,0,,NORWALK,06851-5715,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2017-08-01T00:00:00.000,2019-06-30T00:00:00.000
Inactive,Retail Sales,100007412,,ASIF RAFI MD,11500 W OLYMPIC BLVD STE 626,CA,,0.0,0,,LOS ANGELES,90064-1530,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-11-08T00:00:00.000,2019-11-08T00:00:00.000
Active,Retail Sales,309504629,309504629,"LUXE LLC, LUXE NAILS",825 GORDON DR BLDG 825,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51101-1829,812199.0,Other Personal Care Services,2026-02-01T00:00:00.000,
